id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
28828778,UD. Farid Indah,Perdagangan,29,84,3270137,9229083,Website Sendiri,509,Belum Terdaftar,2013,5958946,339000000,509
28828779,UD. Mirna Harmoni Dina,Fashion,92,33,7204896,37950718,Lazada,894,Belum Terdaftar,2013,30745822,375000000,894
28828780,UD. Celsi Dewangga,Pendidikan,43,25,6780921,8190762,Tokopedia,824,Terdaftar,2007,1409841,204000000,824
28828781,UD. Elsa Kencana,Jasa,76,73,3789430,36132220,Website Sendiri,520,Belum Terdaftar,2007,32342790,447000000,520
28828782,UD. Erni Bratadikara,Pendidikan,28,65,9906951,49149325,Lazada,644,Belum Terdaftar,2024,39242374,279000000,644
unknown,UD. Berlian Utama,Perdagangan,89,19,5948673,47913729,Bukalapak,509,Belum Terdaftar,2019,41965056,324000000,509
28828784,UD. Oki Kusen,Perdagangan,35,13,2392698,40263788,Bukalapak,50,Belum Terdaftar,2017,37871090,144000000,50
28828785,UD. Chika Utama,Perdagangan,98,70,9840838,37107569,Bukalapak,,Terdaftar,2012,27266731,504000000,394
28828786,UD. Chiko Sidarta,Perdagangan,47,73,4505316,47117975,Lazada,611,Terdaftar,2023,42612659,360000000,611
28828787,UD. Silvi Cahyaningrat Inten,Jasa,18,94,4792610,36889282,Shopee,435,Belum Terdaftar,2023,32096672,336000000,435
28828788,UD. Pipit Alam,Perdagangan,,7,4421719,47455178,Bukalapak,716,Belum Terdaftar,2008,43033459,207000000,716
28828789,UD. Diva Sahaja,Pendidikan,1,57,6728763,7427429,Lazada,544,Belum Terdaftar,2022,698666,174000000,544
28828790,UD. Rafif Wening,Perdagangan,13,0,6253070,40775671,Lazada,278,Belum Terdaftar,2001,34522601,39000000,278
28828791,UD. Novi Ilir,Jasa,79,92,828947,12540386,Tokopedia,735,Belum Terdaftar,2012,11711439,513000000,735
28828792,UD. Aldo Jaya,Makanan & Minuman,99,30,3099168,11795968,Bukalapak,744,Terdaftar,2007,8696800,387000000,744
28828793,UD. Rafi Suryaputra,Perdagangan,94,7,2361695,29084485,Shopee,326,Terdaftar,2006,26722790,303000000,326
28828794,UD. Nindy Sukarela,Jasa,34,79,3741256,12242821,Lazada,337,Belum Terdaftar,2013,8501565,339000000,337
28828795,UD. Zahra Tunggal,Pendidikan,85,82,6042984,44689639,Shopee,423,Terdaftar,2005,38646655,501000000,423
28828796,UD. Halim Wiraatmaja,Perdagangan,20,89,9519096,12386841,Shopee,183,Terdaftar,2021,2867745,327000000,183
28828797,UD. Tegar Kusuma,Kesehatan,91,59,4745918,44817726,Bukalapak,981,Belum Terdaftar,2008,40071808,450000000,981
28828798,UD. Fikri Resaputra,Kesehatan,16,61,4181401,11716194,Bukalapak,95,Terdaftar,2020,7534793,231000000,95
28828799,UD. Candra Paseban,Jasa,81,9,1289818,33126488,Tokopedia,308,Belum Terdaftar,2023,31836670,270000000,308
28828800,UD. Elyas Adyatma,Pendidikan,31,17,1157857,30841109,Shopee,24,Belum Terdaftar,2010,29683252,144000000,24
28828801,UD. Zulkarnaen Sumringah,Pendidikan,22,65,5166095,47276176,Shopee,551,Belum Terdaftar,2024,42110081,261000000,551
28828802,UD. Yasir Satria Jibril,Perdagangan,5,92,7214148,29446669,Lazada,453,Belum Terdaftar,2021,22232521,291000000,453
28828803,UD. Winda Raharja,Kesehatan,28,65,1167185,3633026,Lazada,929,Terdaftar,2012,2465841,279000000,929
28828804,UD. Ayesha Sanjaya Muthia,Pendidikan,62,51,2532833,24603779,Lazada,122,Terdaftar,2012,22070946,339000000,122
28828805,UD. Zidan Nirbayu,Kesehatan,69,66,5415725,12919158,Shopee,648,Terdaftar,2021,7503433,405000000,648
28828806,UD. Gani Haji,Jasa,96,87,5055032,39046209,Tokopedia,34,Terdaftar,2013,33991177,549000000,34
28828807,UD. Nando Jagadmaya,Makanan & Minuman,95,8,1242857,48031340,Website Sendiri,830,Belum Terdaftar,2016,46788483,309000000,830
28828808,UD. Zara Resaputra,Kesehatan,80,47,4583035,14616189,Lazada,963,Terdaftar,2014,10033154,381000000,963
28828809,UD. Yasir Rejo,Jasa,3,59,995343,3589605,Website Sendiri,523,Terdaftar,2008,2594262,186000000,523
28828810,UD. Berlian Prana Riko,Perdagangan,57,77,4602521,43184238,Tokopedia,74,Belum Terdaftar,2008,38581717,402000000,74
28828811,UD. Ujang Pelangi,Jasa,30,51,5969623,34835707,Shopee,861,Belum Terdaftar,2019,28866084,243000000,861
28828812,UD. Chintya Sudarsana,Makanan & Minuman,21,42,3998484,2778763,Website Sendiri,950,Belum Terdaftar,2002,-1219721,189000000,950
28828813,UD. Elva Kusuma,Jasa,26,74,5428397,4766817,Bukalapak,181,Terdaftar,2018,-661580,300000000,181
28828814,UD. Fikri Yudhistira,Pendidikan,84,49,8118643,,Shopee,163,Belum Terdaftar,2017,8799409,399000000,163
28828815,UD. Erlin Bratadikara,Perdagangan,83,,2346540,31225195,Bukalapak,401,Terdaftar,2007,28878655,510000000,401
28828816,UD. Eni Tirtaatmaja,Pendidikan,97,13,6263545,23613736,Tokopedia,92,Belum Terdaftar,2017,17350191,330000000,92
28828817,UD. Delia Gunawan,Pendidikan,86,17,2248836,5095837,Website Sendiri,168,Belum Terdaftar,2014,2847001,309000000,168
28828818,UD. Bayu Abdi,Kesehatan,15,99,8122004,3021204,Website Sendiri,344,Terdaftar,2010,-5100800,342000000,
28828819,UD. Adinda Hilir,Kesehatan,5,76,605270,11419255,Tokopedia,627,Belum Terdaftar,2006,10813985,243000000,627
28828820,UD. Qais Kawiswara Ujang,Perdagangan,79,33,553204,36599657,Tokopedia,829,Terdaftar,2020,36046453,336000000,829
28828821,UD. Naufal Gita,Jasa,6,82,4496607,8742689,Shopee,779,Belum Terdaftar,2021,4246082,264000000,779
28828822,UD. Qanita Utama,Kesehatan,13,40,2312985,48353055,Tokopedia,971,Belum Terdaftar,2023,46040070,159000000,971
28828823,UD. Tari Hilir,Fashion,2,74,8411608,1403290,Lazada,571,Terdaftar,2020,-7008318,228000000,571
28828824,UD. Lono Mulyo,Jasa,96,48,2201823,27931559,Bukalapak,387,Terdaftar,2011,25729736,432000000,387
28828825,UD. Vita Harmoni,Kesehatan,48,89,6840192,47517227,Tokopedia,486,Terdaftar,2003,40677035,411000000,486
28828826,UD. Pasha Sidarta,Pendidikan,35,68,6993316,32819305,Lazada,746,Belum Terdaftar,2003,25825989,309000000,746
28828827,UD. Zidanar Sahaja,Jasa,28,84,9547000,15864114,Website Sendiri,403,Belum Terdaftar,2011,6317114,336000000,403
28828828,UD. Anang Putri,Fashion,3,8,8171911,37111403,Tokopedia,249,Terdaftar,2010,28939492,33000000,249
28828829,UD. Lando Kencana,Jasa,39,47,4119928,48971939,Bukalapak,55,Belum Terdaftar,2007,44852011,258000000,55
28828830,UD. Obed Ranggalawe,Pendidikan,40,11,3239982,6884344,Bukalapak,707,Terdaftar,2003,3644362,153000000,
28828831,UD. Priska Madusari,Perdagangan,21,64,9881417,14217827,Shopee,94,Belum Terdaftar,2009,4336410,255000000,94
28828832,UD. Vera Utamaindah,Pendidikan,78,13,4586670,1327080,Website Sendiri,222,Belum Terdaftar,2011,-3259590,273000000,222
28828833,UD. Fikra Bima,Kesehatan,3,63,3226590,4633786,Website Sendiri,244,Terdaftar,2000,1407196,198000000,244
28828834,UD. Kamil Harapan,Pendidikan,81,25,2232177,32314291,Bukalapak,278,Belum Terdaftar,2004,30082114,318000000,278
28828835,UD. Jihan Adhi,Jasa,22,6,9914597,47672386,Lazada,444,Terdaftar,2000,37757789,84000000,444
28828836,UD. Riyan Kusumasari,Kesehatan,3,54,4684865,40618929,Bukalapak,345,Terdaftar,2016,35934064,171000000,345
unknown,UD. Qisya Jati Adinda,Makanan & Minuman,67,58,9453296,16030839,Tokopedia,92,Terdaftar,2013,6577543,375000000,92
28828838,UD. Wesly Widuri,Perdagangan,17,79,6078820,38612983,Shopee,993,Terdaftar,2001,32534163,288000000,993
28828839,UD. Yaniar Putra,Perdagangan,0,78,6588333,9384448,Tokopedia,195,Terdaftar,2007,2796115,234000000,195
28828840,UD. Wesly Adiwangsa,Perusahaan,31,55,4669539,7967078,unknown,71,Terdaftar,2023,3297539,258000000,71
28828841,UD. Kevin Sanjaya,Perusahaan,20,67,1165896,29268199,Tokopedia,288,Belum Terdaftar,2023,28102303,261000000,288
28828842,UD. Dina Baswara,Pendidikan,37,29,912858,5811674,Website Sendiri,781,Terdaftar,2017,4898816,198000000,781
28828843,UD. Nibras Prawira,Kesehatan,25,22,4154054,49415339,Shopee,680,Terdaftar,2015,45261285,141000000,680
28828844,UD. Erlin Kusumasari,Perdagangan,40,85,5881277,15547811,Website Sendiri,401,Belum Terdaftar,2018,9666534,375000000,401
28828845,UD. Tono Surya Juli,Jasa,48,78,9406030,31788189,Shopee,755,Terdaftar,2015,22382159,unknown,755
28828846,UD. Barokah Saputranegara,Kesehatan,84,16,1156509,1749513,Lazada,930,Terdaftar,2002,593004,300000000,930
28828847,UD. Yuli Permai,Kesehatan,92,1,8420621,14110786,Lazada,831,Belum Terdaftar,2003,5690165,279000000,831
28828848,UD. Weni Jaladara,Pendidikan,40,71,1588387,35768254,Shopee,224,Terdaftar,2001,34179867,333000000,224
28828849,UD. Ulfa Bagaskara,Fashion,95,69,5209262,4508965,Bukalapak,404,Belum Terdaftar,2000,-700297,492000000,404
28828850,UD. Okta Jatiwangi,Fashion,58,38,8803532,44315041,Shopee,741,Terdaftar,2022,35511509,288000000,741
28828851,UD. Priska Bahagia,Jasa,3,91,8653936,41171923,Website Sendiri,54,,2023,32517987,282000000,54
28828852,UD. Qisha Jati,Perdagangan,12,47,5272283,34612626,Lazada,96,Terdaftar,2009,29340343,177000000,96
28828853,UD. Eni Hastinapura,Jasa,60,4,8444672,34048282,Lazada,566,Terdaftar,2024,25603610,192000000,566
28828854,UD. Udin Bratadikara,Pendidikan,50,20,2103178,3563735,Shopee,134,Terdaftar,2010,1460557,210000000,134
28828855,UD. Widi Kusumah,Perusahaan,34,49,3396728,8044216,Bukalapak,965,Belum Terdaftar,2003,4647488,249000000,965
28828856,UD. Nina Anindita,Jasa,90,19,821435,43620275,Shopee,969,Belum Terdaftar,2011,42798840,327000000,969
28828857,UD. Gilangga Mahendra,Perdagangan,64,97,5490895,37574841,Website Sendiri,254,Terdaftar,2016,,483000000,254
28828858,UD. Juli Indah,Kesehatan,48,70,7539006,39899017,Website Sendiri,564,Terdaftar,2020,32360011,354000000,564
28828859,UD. Dani Elok,Perdagangan,48,93,4866030,32813611,Tokopedia,134,Terdaftar,2004,27947581,423000000,134
28828860,UD. Prananda Panji,Jasa,13,93,,36923103,Bukalapak,761,Belum Terdaftar,2001,32739288,318000000,761
28828861,UD. Habib Widhi,Kesehatan,36,78,1136954,45209853,Lazada,713,Belum Terdaftar,2012,44072899,342000000,713
28828862,UD. Vega Pramana,Jasa,29,90,7693077,31551990,Website Sendiri,440,Terdaftar,2020,23858913,357000000,440
28828863,UD. Kirana Cinta,Jasa,13,72,1561504,13546543,Website Sendiri,493,Belum Terdaftar,2012,11985039,255000000,493
28828864,UD. Valen Sukma,Perdagangan,74,26,3818933,13033827,Bukalapak,838,Terdaftar,2004,9214894,300000000,838
28828865,UD. Gani Kusuma,Perusahaan,94,1,9586276,44698753,Shopee,235,Belum Terdaftar,2008,35112477,285000000,235
28828866,UD. Shinta Anggara,Perdagangan,91,99,5659191,21860685,Tokopedia,185,Terdaftar,2019,16201494,570000000,185
28828867,UD. Vito Sukarela,Perdagangan,26,90,9940544,17447180,Website Sendiri,84,Terdaftar,2000,7506636,348000000,84
28828868,UD. Umar Kusumasari,Jasa,61,46,3628067,41365495,Tokopedia,762,Terdaftar,2014,37737428,321000000,762
28828869,UD. Yola Sunardi Viera,Jasa,2,39,4636654,48988017,Lazada,529,Terdaftar,2014,44351363,123000000,529
28828870,UD. Qanita Atma,Kesehatan,69,88,2223195,28215676,Tokopedia,683,Terdaftar,2022,25992481,471000000,683
28828871,UD. Wesly Kayastha,Kesehatan,38,35,5875529,44130256,Website Sendiri,17,Belum Terdaftar,,38254727,219000000,17
28828872,UD. Yora Bintang,Perdagangan,18,70,2634217,14784602,Shopee,514,Belum Terdaftar,2004,12150385,264000000,514
28828873,UD. Najwa Tejakusuma,Pendidikan,97,12,1325915,13726581,Website Sendiri,61,Terdaftar,2008,12400666,327000000,61
28828874,UD. Sinta Gatra,Perdagangan,91,83,3419785,37445724,Lazada,90,Terdaftar,2002,34025939,522000000,90
28828875,UD. Yuli Dewangga,Pendidikan,75,21,7675474,2929484,Tokopedia,479,Belum Terdaftar,2003,-4745990,288000000,479
28828876,UD. Eni Saputrautama,Perdagangan,38,17,8068370,16877144,Shopee,529,Belum Terdaftar,2001,8808774,165000000,529
28828877,UD. Sinta Adikara,Pendidikan,9,74,1368885,7047063,Shopee,327,Belum Terdaftar,2015,5678178,249000000,327
28828878,UD. Willy Brawijaya,Kesehatan,46,5,7192287,11561519,Tokopedia,,Terdaftar,2021,4369232,153000000,842
28828879,UD. Alma Wacana,Jasa,88,67,1486494,12954582,Tokopedia,663,Belum Terdaftar,2002,11468088,465000000,663
28828880,UD. Diva Cendana,Perdagangan,22,66,7468343,40188761,Tokopedia,78,Terdaftar,2021,32720418,264000000,78
28828881,UD. Ojan Lempung,Perdagangan,58,51,3707207,16222435,Lazada,356,Belum Terdaftar,2013,12515228,327000000,356
28828882,UD. Jay Sukadarma,Perdagangan,89,69,3198320,5714885,Shopee,953,Terdaftar,2012,2516565,474000000,953
28828883,UD. Oki Kawiswara,Kesehatan,82,78,4921526,28239119,Website Sendiri,96,Terdaftar,2001,23317593,480000000,96
28828884,UD. Rizki Jayeng,Pendidikan,19,2,2333609,40327800,Lazada,661,Terdaftar,2022,37994191,63000000,661
28828885,UD. Ovan Adikara Iman,Kesehatan,44,16,3352321,7766682,Tokopedia,841,Belum Terdaftar,2008,4414361,180000000,841
28828886,UD. Putra Wiraatmaja,Perdagangan,43,93,2017810,47153921,Tokopedia,133,Belum Terdaftar,2015,45136111,408000000,133
28828887,UD. Gani Prana,Pendidikan,17,85,6151098,29596617,Website Sendiri,295,Terdaftar,2011,23445519,306000000,295
28828888,UD. Lea Jatiwangi Rangga,Kesehatan,47,65,9545726,7729199,Website Sendiri,145,Terdaftar,2023,-1816527,336000000,
28828889,UD. Qira Kusumajati,Pendidikan,74,56,5236531,19305223,Website Sendiri,902,Belum Terdaftar,2017,14068692,390000000,902
28828890,UD. Juni Wening,Kesehatan,88,79,7888970,35240520,Bukalapak,497,Belum Terdaftar,2012,27351550,501000000,497
28828891,UD. Zahira Anindita,Pendidikan,0,21,9169689,31664524,Lazada,331,Terdaftar,2001,22494835,63000000,331
28828892,UD. Fatimah Ayodya,Jasa,31,10,8037509,20212871,Bukalapak,206,Terdaftar,2000,12175362,123000000,206
28828893,UD. Widya Santosa,Perdagangan,96,35,6552283,29133146,Website Sendiri,726,Terdaftar,2005,22580863,393000000,726
28828894,UD. Dewi Trisudira,Pendidikan,63,52,2537666,28988798,Shopee,730,Belum Terdaftar,2020,26451132,345000000,730
28828895,UD. Xenia Maheswara,Jasa,6,75,2060443,2976233,Lazada,428,Terdaftar,2014,915790,243000000,428
28828896,UD. Lukita Bratadikara,Perdagangan,94,39,4779951,41009000,Bukalapak,88,Terdaftar,2013,36229049,399000000,88
28828897,UD. Nando Mahendra,Perdagangan,89,34,5949660,16280545,Tokopedia,917,Belum Terdaftar,2010,10330885,369000000,917
28828898,UD. Jordi Wacana,Kesehatan,70,42,9275532,15637916,Lazada,115,Belum Terdaftar,2017,6362384,336000000,115
28828899,UD. Gracia Utama,Jasa,99,44,6261436,20910813,Shopee,633,Belum Terdaftar,2018,14649377,429000000,633
28828900,UD. Iqbal Reswara,Jasa,45,40,2541150,48356367,Shopee,636,Terdaftar,2024,45815217,255000000,
28828901,UD. Ojan Arya Muthia,Jasa,23,63,5654457,42075968,Website Sendiri,588,Belum Terdaftar,2007,36421511,258000000,588
28828902,UD. Kiki Sudarsana Agus,Perdagangan,68,14,1115304,48668140,Website Sendiri,659,Terdaftar,2023,47552836,246000000,659
28828903,UD. Hesti Agung,Pendidikan,85,43,7098034,5024028,Tokopedia,395,Terdaftar,2001,-2074006,384000000,395
28828904,UD. Hasna Saputra,Jasa,35,41,4376678,12410837,Shopee,664,Belum Terdaftar,2019,8034159,228000000,664
28828905,UD. Owen Mardika,Pendidikan,66,58,2805816,47062163,Website Sendiri,384,Terdaftar,2024,44256347,372000000,384
28828906,UD. Melati Wiyata Rahmat,Kesehatan,49,84,4711223,15685861,Bukalapak,200,Terdaftar,2007,10974638,399000000,200
28828907,UD. Khayla Baru,Pendidikan,58,3,2874694,48928342,Website Sendiri,144,Belum Terdaftar,2009,46053648,183000000,144
28828908,UD. Zidan Permai,Pendidikan,57,70,7545806,19793374,Tokopedia,285,Belum Terdaftar,2019,12247568,381000000,285
28828909,UD. Eddy Rejo,Jasa,45,28,4703233,47219960,Tokopedia,197,Terdaftar,2022,42516727,219000000,197
28828910,UD. Eddy Saputranegara,Kesehatan,69,40,3630524,11093776,Bukalapak,273,Terdaftar,2007,7463252,327000000,273
28828911,UD. Nindy Adiwarna Pasha,Jasa,88,5,6237313,49572411,Lazada,376,Terdaftar,2007,43335098,279000000,376
28828912,UD. Halimah Darussalam,Perdagangan,unknown,38,9561139,39051521,Shopee,99,Belum Terdaftar,2006,29490382,180000000,99
28828913,UD. Laila Mayang,Kesehatan,11,80,3858397,19859246,Tokopedia,67,Belum Terdaftar,2005,16000849,273000000,67
28828914,UD. Indah Makmur Made,Perdagangan,27,99,4662225,10648537,Shopee,657,Belum Terdaftar,2001,5986312,378000000,657
28828915,UD. Dani Lintang,Jasa,57,65,7716915,43237726,Bukalapak,807,Terdaftar,2023,35520811,366000000,807
28828916,UD. Alif Lestari,Kesehatan,60,80,4545450,44935627,Bukalapak,118,Terdaftar,2017,40390177,420000000,118
28828917,UD. Candra Wira,Perdagangan,95,92,7248284,46129908,Lazada,861,Terdaftar,2014,38881624,561000000,861
28828918,UD. Diva Sakti,Kesehatan,54,26,unknown,49768445,Tokopedia,63,Belum Terdaftar,2015,47952458,240000000,63
28828919,UD. Indah Asa Yusuf,Kesehatan,88,6,6756300,12778603,Bukalapak,703,Belum Terdaftar,2018,6022303,282000000,703
28828920,UD. Khalid Siang,Pendidikan,33,10,6576697,10727033,Website Sendiri,744,,2002,4150336,129000000,744
28828921,UD. Gema Agung Jibril,Kesehatan,93,89,5374390,23476236,Shopee,265,Terdaftar,2012,18101846,546000000,265
28828922,UD. Novi Gita,Jasa,17,31,1709240,4785356,Shopee,389,Terdaftar,2017,3076116,144000000,389
28828923,UD. Ulya Wibawa,Jasa,34,86,6391548,39282556,Website Sendiri,678,Terdaftar,2008,32891008,360000000,678
28828924,UD. Khalid Tunggul,Pendidikan,47,50,,10714243,Shopee,702,Belum Terdaftar,2022,6351834,291000000,702
28828925,UD. Kirana Nusa,Perdagangan,36,39,7892417,38080242,Website Sendiri,743,Terdaftar,2008,30187825,225000000,743
28828926,UD. Eren Setia Uchie,Pendidikan,40,6,6981498,3217084,Shopee,40,Terdaftar,2017,-3764414,138000000,40
28828927,UD. Anisa Resaputra Rafa,Kesehatan,5,0,6031065,33176829,Bukalapak,13,Terdaftar,2006,27145764,15000000,
28828928,UD. Widi Panembahan,Kesehatan,82,24,9653287,21752364,Lazada,422,Belum Terdaftar,2021,12099077,318000000,422
28828929,UD. Gusti Darussalam,Jasa,85,94,7307677,35687919,Tokopedia,309,Belum Terdaftar,2018,28380242,537000000,309
28828930,UD. Tama Sunardi,Perdagangan,95,5,602323,39665566,Tokopedia,103,Terdaftar,2018,39063243,300000000,103
28828931,UD. Mega Asri,Jasa,90,91,9382715,44218110,Tokopedia,392,Terdaftar,2014,34835395,543000000,392
28828932,UD. Yusuf Asri Gerry,Perdagangan,79,94,3370408,46123655,Tokopedia,770,Terdaftar,2014,42753247,519000000,770
28828933,UD. Rangga Darma,Pendidikan,89,99,8654099,29753370,Tokopedia,543,Terdaftar,2007,21099271,564000000,543
28828934,UD. Kurnia Adyatma Adinda,Pendidikan,38,15,2683200,8099719,Website Sendiri,512,Terdaftar,2013,5416519,159000000,512
28828935,UD. Asep Cendana,Jasa,3,14,9525335,44755314,Bukalapak,647,Belum Terdaftar,2015,35229979,51000000,647
28828936,UD. Yusuf Adiwangsa,Pendidikan,15,21,1178716,43573719,Lazada,105,Belum Terdaftar,2023,42395003,108000000,105
28828937,UD. Mila Lintang,Jasa,51,17,505084,35576469,Tokopedia,917,Terdaftar,2015,35071385,204000000,917
28828938,UD. Febri Kusumasari,Kesehatan,18,49,1165456,19934416,Shopee,551,Terdaftar,2017,18768960,201000000,551
28828939,UD. Romi Resaputra,Pendidikan,91,71,5286188,20151872,Shopee,14,Belum Terdaftar,2016,14865684,486000000,14
28828940,UD. Khalid Satriya,Pendidikan,16,9,2080327,,Lazada,203,Terdaftar,2001,3777624,75000000,203
28828941,UD. Riko Wangi,Perdagangan,44,48,7942790,45305619,Tokopedia,900,Belum Terdaftar,2009,37362829,276000000,900
28828942,UD. Kamil Baru,Pendidikan,1,69,6890582,45725248,Tokopedia,207,Terdaftar,2013,38834666,210000000,207
28828943,UD. Jaya Darussalam,Perdagangan,1,9,1304877,25066968,Bukalapak,628,Belum Terdaftar,2020,23762091,30000000,628
28828944,UD. Willy Jayabaya,Perdagangan,87,38,1510951,45898984,Shopee,628,Terdaftar,2007,44388033,375000000,628
28828945,UD. Qory Radhitya Yuli,Pendidikan,54,57,6022314,36674842,Shopee,428,Belum Terdaftar,2019,30652528,333000000,428
28828946,UD. Jibril Wiyata,Kesehatan,90,,2812930,5774161,Website Sendiri,595,Terdaftar,2005,2961231,480000000,595
28828947,UD. Pipit Suci,Jasa,3,41,4988516,17769779,Shopee,345,Belum Terdaftar,2003,12781263,132000000,345
28828948,UD. Dina Prima,Kesehatan,99,44,1083332,49527454,Tokopedia,57,Terdaftar,2023,48444122,429000000,57
28828949,UD. Okta Tirtaatmaja,Perdagangan,83,98,3677281,27306025,Tokopedia,479,Terdaftar,2010,23628744,543000000,479
28828950,UD. Erni Dharma,Perdagangan,11,27,9046969,28248724,Shopee,956,Belum Terdaftar,2019,19201755,114000000,956
28828951,UD. Yana Bijaksana,Perdagangan,53,88,5250203,19729611,Website Sendiri,599,Belum Terdaftar,2014,14479408,423000000,599
28828952,UD. Evan Saputra,Kesehatan,91,91,6203205,12886308,Lazada,497,,2018,6683103,546000000,497
28828953,UD. Qiana Jayengpati,Perdagangan,59,72,6104669,13519922,Shopee,665,Belum Terdaftar,2016,7415253,393000000,665
28828954,UD. Andi Wisesa,Jasa,28,4,7730048,28853798,Lazada,57,Belum Terdaftar,2019,21123750,96000000,57
28828955,UD. Bella Bagaskara Halim,Jasa,60,56,2992445,30193776,Shopee,944,Belum Terdaftar,2023,27201331,348000000,944
28828956,UD. Desi Utamaindah,Kesehatan,45,79,8279487,22437920,Lazada,138,Belum Terdaftar,2004,14158433,372000000,138
28828957,UD. Bambang Sulaksana,Jasa,96,28,7647953,33963536,Tokopedia,390,Belum Terdaftar,2022,26315583,372000000,390
28828958,UD. Iman Alam,Jasa,48,54,6874406,32519226,Tokopedia,537,Belum Terdaftar,2013,25644820,306000000,537
28828959,UD. Gema Luhur,Jasa,17,22,7727174,9873568,Lazada,541,Terdaftar,2021,2146394,117000000,541
28828960,UD. Dea Utama Galih,Kesehatan,75,56,1357532,39766607,Bukalapak,425,Belum Terdaftar,2022,38409075,393000000,425
